"","original.DOI","recent.DOI"
"5465","doi:10.5065doi:10.5065/D6319T0J","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5466","doi:10.5194","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5467","doi:10.5440/1226245","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5468","doi:10.5670/oceanog.2011.78","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5469","doi:10.6073/pasta/105b5bd65c3f10c461446753e0ccb8af","doi:10.6073/pasta/105b5bd65c3f10c461446753e0ccb8af"
"5470","doi:10.6073/pasta/1a7066c0b37cb6e4289b405e17a0e911","doi:10.6073/pasta/1a7066c0b37cb6e4289b405e17a0e911"
"5471","doi:10.6073/pasta/2d248acf001ee500386e38c59109d7f2","doi:10.6073/pasta/2d248acf001ee500386e38c59109d7f2"
"5472","doi:10.6073/pasta/39c5cd973c8233d35042443b0c143210","doi:10.6073/pasta/39c5cd973c8233d35042443b0c143210"
"5473","doi:10.6073/pasta/464fa4e2db5bb0a73089ef66136fb614","doi:10.6073/pasta/464fa4e2db5bb0a73089ef66136fb614"
"5474","doi:10.6073/pasta/4e022b94a3739422cddaf51122c5d7ab","doi:10.6073/pasta/022a6e4bfee8329b5fd40b7691494e1d"
"5475","doi:10.6073/pasta/59beaf0c74f4735697227d8e9daf7d47","doi:10.6073/pasta/59beaf0c74f4735697227d8e9daf7d47"
"5476","doi:10.6073/pasta/9b73897fb9c007cbe3e616adfd1fee15","doi:10.6073/pasta/9b73897fb9c007cbe3e616adfd1fee15"
"5477","doi:10.6073/pasta/be406e7da3127d7426f68bed5ed31006","doi:10.6073/pasta/be406e7da3127d7426f68bed5ed31006"
"5478","doi:1018739/A2WS05","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5479","doi:1394379","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5480","doi:2010.18739/A26C16","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5481","doi:10.18739/A2262M","doi:10.18739/A2262M"
"5482","doi:10.18739/A24W3H","doi:10.18739/A24W3H"
"5483","doi:10.18739/A2BN7G","doi:10.18739/A2BN7G"
"5484","doi:10.18739/A2DR74","doi:10.18739/A2DR74"
"5485","doi:10.18739/A2HG6X","doi:10.18739/A2HG6X"
"5486","doi:10.18739/A2JW2V","doi:10.18739/A2JW2V"
"5487","doi:10.18739/A2P81H","doi:10.18739/A2P81H"
"5488","doi:10.18739/A2S01P","doi:10.18739/A2S01P"
"5489","doi:10.18739/A20C4SK0M","doi:10.18739/A20C4SK0M"
"5490","doi:10.18739/A20P0WQ7M","doi:10.18739/A2S46H60V"
"5491","doi:10.18739/A20R9M41W","doi:10.18739/A20R9M41W"
"5492","doi:10.18739/A2125Q90S","doi:10.18739/A2125Q90S"
"5493","doi:10.18739/A21834279","doi:10.18739/A21834279"
"5494","doi:10.18739/A21C1TF69","doi:10.18739/A25M62692"
"5495","doi:10.18739/A21G0HT84","doi:10.18739/A21G0HT84"
"5496","doi:10.18739/A21G0HT9M","doi:10.18739/A2J678W8P"
"5497","doi:10.18739/A21G0HV16","doi:10.18739/A23B5W875"
"5498","doi:10.18739/A21J9774C","doi:10.18739/A21J9774C"
"5499","doi:10.18739/A21N7XM5B","doi:10.18739/A2Q814S37"
"5500","doi:10.18739/A21N7XM6T","doi:10.18739/A27P8TD4H"
"5501","doi:10.18739/A21R6N07K","doi:10.18739/A2GQ6R26X"
"5502","doi:10.18739/A21Z41S5S","doi:10.18739/A2DF6K36X"
"5503","doi:10.18739/A2222R59X","doi:10.18739/A2222R59X"
"5504","doi:10.18739/A2222R601","doi:10.18739/A2222R601"
"5505","doi:10.18739/A22J6846K","doi:10.18739/A22J6846K"
"5506","doi:10.18739/A22N4ZH81","doi:10.18739/A2TH8BN8B"
"5507","doi:10.18739/A22V2C936","doi:10.18739/A2D50FX41"
"5508","doi:10.18739/A2319S316","doi:10.18739/A2319S316"
"5509","doi:10.18739/A2348GG50","doi:10.18739/A2CF9J675"
"5510","doi:10.18739/A23J3912W","doi:10.18739/A23J3912W"
"5511","doi:10.18739/A23R0PT35","doi:10.18739/A23R0PT35"
"5512","doi:10.18739/A2416SZ8Z","doi:10.18739/A2416SZ8Z"
"5513","doi:10.18739/A2445HC19","doi:10.18739/A2445HC19"
"5514","doi:10.18739/A2445HC4R","doi:10.18739/A2445HC4R"
"5515","doi:10.18739/A24J09X55","doi:10.18739/A24J09X55"
"5516","doi:10.18739/A24M9196C","doi:10.18739/A24M9196C"
"5517","doi:10.18739/A24M91B0X","doi:10.18739/A24M91B0X"
"5518","doi:10.18739/A24X54G9W","doi:10.18739/A24X54G9W"
"5519","doi:10.18739/A2513TV86","doi:10.18739/A25M62692"
"5520","doi:10.18739/A25M62705","doi:10.18739/A25M62705"
"5521","doi:10.18739/A25X25C75","doi:10.18739/A25X25C75"
"5522","doi:10.18739/A2610VR7Z","doi:10.18739/A2610VR7Z"
"5523","doi:10.18739/A26M3336V","doi:10.18739/A2HX15Q7C"
"5524","doi:10.18739/A26W9688B","doi:10.18739/A26W9688B"
"5525","doi:10.18739/A27659F58","doi:10.18739/A27659F8Q"
"5526","doi:10.18739/A27H1DM4V","doi:10.18739/A27H1DM4V"
"5527","doi:10.18739/A27H1DM79","doi:10.18739/A2XG9FB90"
"5528","doi:10.18739/A27P8TD2J","doi:10.18739/A27P8TD2J"
"5529","doi:10.18739/A27S7HS3W","doi:10.18739/A27S7HS3W"
"5530","doi:10.18739/A2862BB7G","doi:10.18739/A2862BB7G"
"5531","doi:10.18739/A28C9R40R","doi:10.18739/A2BR8MG4J"
"5532","doi:10.18739/A28C9R436","doi:10.18739/A28C9R436"
"5533","doi:10.18739/A28K74W7V","doi:10.18739/A28K74W7V"
"5534","doi:10.18739/A28S4JP15","doi:10.18739/A28S4JP15"
"5535","doi:10.18739/A28W3824W","doi:10.18739/A23F4KN4K"
"5536","doi:10.18739/A2930NT9Z","doi:10.18739/A2930NT9Z"
"5537","doi:10.18739/A2959C756","doi:10.18739/A2959C756"
"5538","doi:10.18739/A29P2W59Z","doi:10.18739/A2VD6P49R"
"5539","doi:10.18739/A29S1KK0X","doi:10.18739/A2K931637"
"5540","doi:10.18739/A2B27PR4P","doi:10.18739/A2B27PR4P"
"5541","doi:10.18739/A2BC3SW87","doi:10.18739/A2BC3SW87"
"5542","doi:10.18739/A2BN9X32Q","doi:10.18739/A2BN9X32Q"
"5543","doi:10.18739/A2BZ61825","doi:10.18739/A2BZ61825"
"5544","doi:10.18739/A2C824D7H","doi:10.18739/A2C824D7H"
"5545","doi:10.18739/A2C824D80","doi:10.18739/A2C824D80"
"5546","doi:10.18739/A2CF9J637","doi:10.18739/A2CF9J637"
"5547","doi:10.18739/A2CR5NC4S","doi:10.18739/A2CR5NC4S"
"5548","doi:10.18739/A2D50FX41","doi:10.18739/A2D50FX41"
"5549","doi:10.18739/A2D795976","doi:10.18739/A2D795976"
"5550","doi:10.18739/A2DJ58G4T","doi:10.18739/A2WH2DF2X"
"5551","doi:10.18739/A2DJ58G59","doi:10.18739/A2DJ58G59"
"5552","doi:10.18739/A2DR2P85H","doi:10.18739/A2DR2P85H"
"5553","doi:10.18739/A2DV1CN7B","doi:10.18739/A2DV1CN7B"
"5554","doi:10.18739/A2F47GT75","doi:10.18739/A2F47GT75"
"5555","doi:10.18739/A2FB4WM00","doi:10.18739/A2FB4WM00"
"5556","doi:10.18739/A2FJ29C5J","doi:10.18739/A2FJ29C5J"
"5557","doi:10.18739/A2FQ9Q52R","doi:10.18739/A2FQ9Q52R"
"5558","doi:10.18739/A2FT8DJ8H","doi:10.18739/A2Z60C249"
"5559","doi:10.18739/A2G15TB05","doi:10.18739/A2086356K"
"5560","doi:10.18739/A2H12V70D","doi:10.18739/A26T0GW4P"
"5561","doi:10.18739/A2HH6C540","doi:10.18739/A28W3833V"
"5562","doi:10.18739/A2HX15Q7C","doi:10.18739/A2HX15Q7C"
"5563","doi:10.18739/A2J09W41K","doi:10.18739/A2251FK3B"
"5564","doi:10.18739/A2J678X08","doi:10.18739/A2J678X08"
"5565","doi:10.18739/A2J96089F","doi:10.18739/A2XD0QX8B"
"5566","doi:10.18739/A2J96094G","doi:10.18739/A2J96094G"
"5567","doi:10.18739/A2JM23G13","doi:10.18739/A2JM23G13"
"5568","doi:10.18739/A2JM23G2K","doi:10.18739/A2QJ77Z9N"
"5569","doi:10.18739/A2JQ0SV41","doi:10.18739/A2NV99B09"
"5570","doi:10.18739/A2K06X129","doi:10.18739/A2K06X129"
"5571","doi:10.18739/A2K35MD3N","doi:10.18739/A2DB7VQ2Q"
"5572","doi:10.18739/A2K35MD44","doi:10.18739/A2K35MD44"
"5573","doi:10.18739/A2K649S9D","doi:10.18739/A2K649S9D"
"5574","doi:10.18739/A2K93160S","doi:10.18739/A28K74W8B"
"5575","doi:10.18739/A2KH0DZ5J","doi:10.18739/A2KH0DZ5J"
"5576","doi:10.18739/A2KK94B96","doi:10.18739/A25H7BT6B"
"5577","doi:10.18739/A2KK94C28","doi:10.18739/A2KK94C28"
"5578","doi:10.18739/A2M03XX3M","doi:10.18739/A2M03XX3M"
"5579","doi:10.18739/A2M32N95V","doi:10.18739/A28W3833V"
"5580","doi:10.18739/A2M90231H","doi:10.18739/A2ZK55M2Q"
"5581","doi:10.18739/A2MP4VN1H","doi:10.18739/A2RN30757"
"5582","doi:10.18739/A2MS3K20R","doi:10.18739/A2MS3K20R"
"5583","doi:10.18739/A2MW28D81","doi:10.18739/A2MW28D81"
"5584","doi:10.18739/A2N29P63K","doi:10.18739/A2N29P63K"
"5585","doi:10.18739/A2N29P67H","doi:10.18739/A2N29P67H"
"5586","doi:10.18739/A2N872Z96","doi:10.18739/A2N58CM7T"
"5587","doi:10.18739/A2N91J","doi:10.18739/A2JD4PQ3X"
"5588","doi:10.18739/A2NP1WJ27","doi:10.18739/A2NP1WJ27"
"5589","doi:10.18739/A2NS0KX5J","doi:10.18739/A2NS0KX5J"
"5590","doi:10.18739/A2NS0KX9G","doi:10.18739/A2NS0KX9G"
"5591","doi:10.18739/A2NV99977","doi:10.18739/A2VD6P49R"
"5592","doi:10.18739/A2NZ80Q43","doi:10.18739/A2NZ80Q43"
"5593","doi:10.18739/A2P26Q387","doi:10.18739/A2P26Q387"
"5594","doi:10.18739/A2PC2T85V","doi:10.18739/A2PC2T85V"
"5595","doi:10.18739/A2PC2T86B","doi:10.18739/A2PC2T86B"
"5596","doi:10.18739/A2PN8XF6V","doi:10.18739/A2PN8XF6V"
"5597","doi:10.18739/A2PV6B660","doi:10.18739/A26Q1SH2V"
"5598","doi:10.18739/A2QB9V53K","doi:10.18739/A2M32NB2V"
"5599","doi:10.18739/A2QJ77Z28","doi:10.18739/A2KD1QK3Q"
"5600","doi:10.18739/A2RB6W22B","doi:10.18739/A2RB6W22B"
"5601","doi:10.18739/A2RB6W249","doi:10.18739/A27W6756M"
"5602","doi:10.18739/A2RF5KF5N","doi:10.18739/A2RF5KF5N"
"5603","doi:10.18739/A2S46H57S","doi:10.18739/A2M32NB2V"
"5604","doi:10.18739/A2SJ19Q9P","doi:10.18739/A2X63B542"
"5605","doi:10.18739/A2SJ19R0S","doi:10.18739/A2SJ19R0S"
"5606","doi:10.18739/A2TK9W","doi:10.18739/A2TK9W"
"5607","doi:10.18739/A2TM72117","doi:10.18739/A2X34MS1B"
"5608","doi:10.18739/A2TT4FS7G","doi:10.18739/A2BK16Q4B"
"5609","doi:10.18739/A2TT4FT0J","doi:10.18739/A2TT4FT0J"
"5610","doi:10.18739/A2VD6P488","doi:10.18739/A2VD6P488"
"5611","doi:10.18739/A2VM42X4H","doi:10.18739/A2VM42X4H"
"5612","doi:10.18739/A2VQ2S94D","doi:10.18739/A2XG9FB90"
"5613","doi:10.18739/A2VQ2S97V","doi:10.18739/A2VQ2S97V"
"5614","doi:10.18739/A2VT1GP7Q","doi:10.18739/A23R0PT35"
"5615","doi:10.18739/A2W08WG3R","doi:10.18739/A25Q4RM2M"
"5616","doi:10.18739/A2X921J1G","doi:10.18739/A2TB0XV7T"
"5617","doi:10.18739/A2X921J6W","doi:10.18739/A27M0409J"
"5618","doi:10.18739/A2XS5JH16","doi:10.18739/A2XS5JH16"
"5619","doi:10.18739/A2Z02Z86P","doi:10.18739/A2Z02Z86P"
"5620","doi:10.18739/A2Z60C21V","doi:10.18739/A2Z60C21V"
"5621","doi:10.18739/A2ZC7RT62","doi:10.18739/A2ZC7RT62"
"5622","doi:10.18739/A2ZP3W08H","doi:10.18739/A2ZP3W08H"
"5623","doi:10.18739/A2ZP3W090","doi:10.18739/A2ZP3W090"
"5624","doi:10.18739/A2ZS2KC7W","doi:10.18739/A2BK16Q4B"
"5625","doi:10.5065/D61J97TT | 1","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5626","doi:10.1016/j.dsr2.2018.06.010","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5627","doi:10.1029/2005GL025624","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5628","doi:10.1029/2008JC005127","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5629","doi:10.1029/2012GL052518","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5630","doi:10.1111/j.1365-2419.2009.00531.x","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5631","doi:10.1175/1520-04422004)0172.0.CO","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5632","doi:10.18379/A2C84V","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5633","doi:10.18379/A2H275","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5634","doi:10.18379/A2R4R81","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5635","doi:10.18739/A20000062","doi:10.18739/A2QJ77Z9N"
"5636","doi:10.18739/A20000081","doi:10.18739/A20000081"
"5637","doi:10.18739/A2028PD0J","doi:10.18739/A2Q23R13H"
"5638","doi:10.18739/A2028PD2H","doi:10.18739/A2028PD2H"
"5639","doi:10.18739/A2057CS2C","doi:10.18739/A2057CS2C"
"5640","doi:10.18739/A2086356K","doi:10.18739/A2086356K"
"5641","doi:10.18739/A20C4SJ9H","doi:10.18739/A20C4SJ9H"
"5642","doi:10.18739/A20G3GX9C","doi:10.18739/A2DJ58G59"
"5643","doi:10.18739/A20K26B4P","doi:10.18739/A20K26B4P"
"5644","doi:10.18739/A20K26B55","doi:10.18739/A23B5W875"
"5645","doi:10.18739/A20P0WQ64","doi:10.18739/A20P0WQ64"
"5646","doi:10.18739/A20P0WQ9K","doi:10.18739/A20P0WQ9K"
"5647","doi:10.18739/A20P0WR0P","doi:10.18739/A20P0WR0P"
"5648","doi:10.18739/A20R8S","doi:10.18739/A20R8S"
"5649","doi:10.18739/A20S7R","doi:10.18739/A20S7R"
"5650","doi:10.18739/A20V89H5P","doi:10.18739/A20V89H5P"
"5651","doi:10.18739/A20Z70W80","doi:10.18739/A20Z70W80"
"5652","doi:10.18739/A20Z70W9G","doi:10.18739/A20Z70W9G"
"5653","doi:10.18739/A2154DP14","doi:10.18739/A26Q1SG9S"
"5654","doi:10.18739/A2154DP4K","doi:10.18739/A2TQ5RD9K"
"5655","doi:10.18739/A21C1TF6","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5656","doi:10.18739/A21C1TF88","doi:10.18739/A21C1TF88"
"5657","doi:10.18739/A21C1TF9R","doi:10.18739/A21C1TF9R"
"5658","doi:10.18739/A21J9775V","doi:10.18739/A21J9775V"
"5659","doi:10.18739/A21J9776B","doi:10.18739/A21J9776B"
"5660","doi:10.18739/A21R6N10N","doi:10.18739/A21R6N10N"
"5661","doi:10.18739/A21V5BD3Z","doi:10.18739/A21V5BD3Z"
"5662","doi:10.18739/A21V5BD6D","doi:10.18739/A21V5BD6D"
"5663","doi:10.18739/A2222R58F","doi:10.18739/A2222R58F"
"5664","doi:10.18739/A2251FK1C","doi:10.18739/A2251FK1C"
"5665","doi:10.18739/A2251FK2V","doi:10.18739/A2PC2T94T"
"5666","doi:10.18739/A2251FK3B","doi:10.18739/A2251FK3B"
"5667","doi:10.18739/A22804Z6N","doi:10.18739/A22804Z6N"
"5668","doi:10.18739/A22B8VB7G","doi:10.18739/A22B8VB7G"
"5669","doi:10.18739/A22B8VB9F","doi:10.18739/A22B8VB9F"
"5670","doi:10.18739/A22F7JQ99","doi:10.18739/A2SX64B01"
"5671","doi:10.18739/A22J6842N","doi:10.18739/A22J6842N"
"5672","doi:10.18739/A22J68453","doi:10.18739/A22J68453"
"5673","doi:10.18739/A22N4ZH5K","doi:10.18739/A22N4ZH5K"
"5674","doi:10.18739/A22N4ZH62","doi:10.18739/A2SN01421"
"5675","doi:10.18739/A22R3NX0G","doi:10.18739/A2736M23F"
"5676","doi:10.18739/A22R3NX1Z","doi:10.18739/A22R3NX1Z"
"5677","doi:10.18739/A22R3NX2F","doi:10.18739/A22R3NX2F"
"5678","doi:10.18739/A22V2C96N","doi:10.18739/A22V2C96N"
"5679","doi:10.18739/A22Z12P4J","doi:10.18739/A22Z12P4J"
"5680","doi:10.18739/A22Z12P6H","doi:10.18739/A22Z12P6H"
"5681","doi:10.18739/A22Z12P8G","doi:10.18739/A22Z12P8G"
"5682","doi:10.18739/A2319S30Q","doi:10.18739/A2319S30Q"
"5683","doi:10.18739/A2348GG31","doi:10.18739/A22Z12P6H"
"5684","doi:10.18739/A2348GG4H","doi:10.18739/A2348GG4H"
"5685","doi:10.18739/A23775V2D","doi:10.18739/A2ZP3W08H"
"5686","doi:10.18739/A23775V4C","doi:10.18739/A23775V4C"
"5687","doi:10.18739/A23B5W786","doi:10.18739/A23B5W786"
"5688","doi:10.18739/A23B5W79P","doi:10.18739/A23B5W79P"
"5689","doi:10.18739/A23F4KN4K","doi:10.18739/A23F4KN4K"
"5690","doi:10.18739/A23J3911D","doi:10.18739/A2Z60C23T"
"5691","doi:10.18739/A23M09","doi:10.18739/A23M09"
"5692","doi:10.18739/A23N20D4Q","doi:10.18739/A23N20D4Q"
"5693","doi:10.18739/A23N20D56","doi:10.18739/A23N20D56"
"5694","doi:10.18739/A23T9D62D","doi:10.18739/A23T9D62D"
"5695","doi:10.18739/A23T9D63W","doi:10.18739/A2K931694"
"5696","doi:10.18739/A23T9D65V","doi:10.18739/A2028PD2H"
"5697","doi:10.18739/A23X83K5Q","doi:10.18739/A23X83K5Q"
"5698","doi:10.18739/A23X83K85","doi:10.18739/A23X83K85"
"5699","doi:10.18739/A2416T00Z","doi:10.18739/A2416T00Z"
"5700","doi:10.18739/A2434Z","doi:10.18739/A2434Z"
"5701","doi:10.18739/A2445HC38","doi:10.18739/A2445HC38"
"5702","doi:10.18739/A24746R6K","doi:10.18739/A24746R6K"
"5703","doi:10.18739/A24B2X46G/run","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5704","doi:10.18739/A24B2X49X","doi:10.18739/A24B2X49X"
"5705","doi:10.18739/A24F1MJ2V","doi:10.18739/A2610VR9X"
"5706","doi:10.18739/A24F1MJ3B","doi:10.18739/A24F1MJ3B"
"5707","doi:10.18739/A24F1MJ4T","doi:10.18739/A2028PD2H"
"5708","doi:10.18739/A24https://arcticdata.iodoi:10.18739/A24M9198BM9198B","Error in get_all_versions(adc, dataframe_DOIs$original.DOI[i]) : 
  trying to get slot ""obsoletes"" from an object of a basic class (""NULL"") with no slots
"
"5709","doi:10.18739/A24M10","doi:10.18739/A24M10"
"5710","doi:10.18739/A24M9198B","doi:10.18739/A24M9198B"
"5711","doi:10.18739/A24M9199T","doi:10.18739/A24M9199T"
"5712","doi:10.18739/A24T6F334","doi:10.18739/A24T6F334"
"5713","doi:10.18739/A24T6F34M","doi:10.18739/A24T6F34M"
"5714","doi:10.18739/A24W8D","doi:10.18739/A24W8D"
"5715","doi:10.18739/A24X54G6F","doi:10.18739/A24X54G6F"
"5716","doi:10.18739/A24X54G8D","doi:10.18739/A24X54G8D"
"5717","doi:10.18739/A2513TW18","doi:10.18739/A2513TW18"
"5718","doi:10.18739/A2542J81J","doi:10.18739/A2542J81J"
"5719","doi:10.18739/A25717N3C","doi:10.18739/A2XP6V44S"
"5720","doi:10.18739/A25717N5B","doi:10.18739/A28W3827B"
"5721","doi:10.18739/A25827","doi:10.18739/A25827"
"5722","doi:10.18739/A2599Z17N","doi:10.18739/A2V11VK6H"
"5723","doi:10.18739/A2599Z184","doi:10.18739/A21J9774C"
"5724","doi:10.18739/A2599Z20Q","doi:10.18739/A2599Z20Q"
"5725","doi:10.18739/A25D8NF0K","doi:10.18739/A2NZ80Q1N"
"5726","doi:10.18739/A25D8NF2J","doi:10.18739/A25D8NF2J"
"5727","doi:10.18739/A25H7BT2D","doi:10.18739/A29C6S13F"
"5728","doi:10.18739/A25H7BT6B","doi:10.18739/A25H7BT6B"
"5729","doi:10.18739/A25M6268K","doi:10.18739/A25M6268K"
"5730","doi:10.18739/A25M62692","doi:10.18739/A25M62692"
"5731","doi:10.18739/A25Q4RK7K","doi:10.18739/A25Q4RK7K"
"5732","doi:10.18739/A25Q4RM0N","doi:10.18739/A25Q4RM0N"
"5733","doi:10.18739/A25Q4RM2M","doi:10.18739/A25Q4RM2M"
"5734","doi:10.18739/A25T3G02W","doi:10.18739/A25T3G02W"
"5735","doi:10.18739/A25T3G03C","doi:10.18739/A2222R601"
"5736","doi:10.18739/A25T3G04V","doi:10.18739/A25T3G04V"
"5737","doi:10.18739/A25X25C6P","doi:10.18739/A25X25C6P"
"5738","doi:10.18739/A2610VR9X","doi:10.18739/A2610VR9X"
"5739","doi:10.18739/A2661G","doi:10.18739/A2G737455"
"5740","doi:10.18739/A26688J4J","doi:10.18739/A2JD4PQ2F"
"5741","doi:10.18739/A26688J51","doi:10.18739/A2XD0QX5W"
"5742","doi:10.18739/A2696ZX8Z","doi:10.18739/A2BG2H941"
"5743","doi:10.18739/A2696ZZ0J","doi:10.18739/A2696ZZ0J"
"5744","doi:10.18739/A26D5P968","doi:10.18739/A26D5P968"
"5745","doi:10.18739/A26D5P99Q","doi:10.18739/A2T14TP7R"
"5746","doi:10.18739/A26D5PB19","doi:10.18739/A26D5PB19"
"5747","doi:10.18739/A26D5PB2S","doi:10.18739/A26D5PB2S"
"5748","doi:10.18739/A26H4CQ6K","doi:10.18739/A26H4CQ6K"
"5749","doi:10.18739/A26M3340D","doi:10.18739/A26M3340D"
"5750","doi:10.18739/A26Q1SG9S","doi:10.18739/A26Q1SG9S"
"5751","doi:10.18739/A26Q1SH2V","doi:10.18739/A26Q1SH2V"
"5752","doi:10.18739/A26T0GW4P","doi:10.18739/A26T0GW4P"
"5753","doi:10.18739/A26T0GW55","doi:10.18739/A26T0GW55"
"5754","doi:10.18739/A26W9687V","doi:10.18739/A2BG2H941"
"5755","doi:10.18739/A27057","doi:10.18739/A27057"
"5756","doi:10.18739/A2707WN65","doi:10.18739/A2HD7NS6P"
"5757","doi:10.18739/A2707WN7N","doi:10.18739/A28P5V90T"
"5758","doi:10.18739/A2707WN9M","doi:10.18739/A2707WN9M"
"5759","doi:10.18739/A2707WP0Q","doi:10.18739/A2707WP0Q"
"5760","doi:10.18739/A2736M200","doi:10.18739/A2736M200"
"5761","doi:10.18739/A2736M23F","doi:10.18739/A2736M23F"
"5762","doi:10.18739/A2759G","doi:10.18739/A2759G"
"5763","doi:10.18739/A27659F8Q","doi:10.18739/A27659F8Q"
"5764","doi:10.18739/A27940T54","doi:10.18739/A28K74W8B"
"5765","doi:10.18739/A27D1V","doi:10.18739/A27D1V"
"5766","doi:10.18739/A27D2Q702","doi:10.18739/A27D2Q702"
"5767","doi:10.18739/A27H1DM6T","doi:10.18739/A27H1DM6T"
"5768","doi:10.18739/A27M0405M","doi:10.18739/A2CF9J675"
"5769","doi:10.18739/A27M0409J","doi:10.18739/A27M0409J"
"5770","doi:10.18739/A27P8TD0K","doi:10.18739/A27P8TD0K"
"5771","doi:10.18739/A27S7HS4C","doi:10.18739/A27S7HS4C"
"5772","doi:10.18739/A27W6754N","doi:10.18739/A27W6754N"
"5773","doi:10.18739/A27W6756M","doi:10.18739/A27W6756M"
"5774","doi:10.18739/A27W6758K","doi:10.18739/A27W6758K"
"5775","doi:10.18739/A2804XJ9V","doi:10.18739/A2804XJ9V"
"5776","doi:10.18739/A2804XK1F","doi:10.18739/A2804XK1F"
"5777","doi:10.18739/A2833MZ0T","doi:10.18739/A2833MZ0T"
"5778","doi:10.18739/A2862BB60","doi:10.18739/A2862BB60"
"5779","doi:10.18739/A28911Q99","doi:10.18739/A28911Q99"
"5780","doi:10.18739/A28911R0D","doi:10.18739/A28911R0D"
"5781","doi:10.18739/A28G8FH70","doi:10.18739/A28G8FH70"
"5782","doi:10.18739/A28K74W5W","doi:10.18739/A28K74W5W"
"5783","doi:10.18739/A28K74W8B","doi:10.18739/A28K74W8B"
"5784","doi:10.18739/A28P5V90T","doi:10.18739/A28P5V90T"
"5785","doi:10.18739/A28P5V92S","doi:10.18739/A2222R68W"
"5786","doi:10.18739/A28P8K","doi:10.18739/A2K649T4F"
"5787","doi:10.18739/A28S4JP34","doi:10.18739/A28S4JP34"
"5788","doi:10.18739/A28W3827B","doi:10.18739/A28W3827B"
"5789","doi:10.18739/A2901ZF8M","doi:10.18739/A2DN3ZW95"
"5790","doi:10.18739/A2901ZG06","doi:10.18739/A2ZG6G71C"
"5791","doi:10.18739/A2930NV02","doi:10.18739/A2930NV02"
"5792","doi:10.18739/A2930NV40","doi:10.18739/A2930NV40"
"5793","doi:10.18739/A2959C74Q","doi:10.18739/A2959C74Q"
"5794","doi:10.18739/A29882M90","doi:10.18739/A29882M90"
"5795","doi:10.18739/A29C6S13F","doi:10.18739/A29C6S13F"
"5796","doi:10.18739/A29C6S14X","doi:10.18739/A29C6S14X"
"5797","doi:10.18739/A29G5GD39","doi:10.18739/A29G5GD39"
"5798","doi:10.18739/A29G5GD58","doi:10.18739/A29G5GD58"
"5799","doi:10.18739/A29G5GD6R","doi:10.18739/A29G5GD6R"
"5800","doi:10.18739/A29G96","doi:10.18739/A2BN9X38M"
