pid,formatId,dateUploaded,datasource,scoreOverall,scoreFindable,scoreAccessible,scoreInteroperable,scoreReusable,obsoletes,obsoletedBy,sequenceId
urn:uuid:30a92753-190b-43a8-91c2-8a831e98eaf9,eml://ecoinformatics.org/eml-2.1.1,2016-11-18T22:37:04.882Z,urn:node:ARCTIC,0.4473684,0.77,0.43,0.12,0.3,,urn:uuid:3707edb4-1b6f-4e4e-aca5-a334718f4771,urn:uuid:30a92753-190b-43a8-91c2-8a831e98eaf9
arctic-data.9799.4,eml://ecoinformatics.org/eml-2.1.1,2016-11-19T00:00:00.000Z,urn:node:ARCTIC,0.575,0.79,0.29,0.67,0.4,doi:10.18739/A2TM16,arctic-data.9799.5,arctic-data.9799.1
arctic-data.9816.1,eml://ecoinformatics.org/eml-2.1.1,2016-11-23T00:00:00.000Z,urn:node:ARCTIC,0.575,0.79,0.29,0.67,0.4,,arctic-data.9816.2,arctic-data.9816.1
arctic-data.9810.1,eml://ecoinformatics.org/eml-2.1.1,2016-11-22T00:00:00.000Z,urn:node:ARCTIC,0.58536583,0.8,0.29,0.67,0.4,,arctic-data.9810.2,arctic-data.9810.1
arctic-data.9820.5,eml://ecoinformatics.org/eml-2.1.1,2016-11-23T00:00:00.000Z,urn:node:ARCTIC,0.5641026,0.85,0.29,0.67,0.3,urn:uuid:522b68ea-fd29-4a1c-9faf-88f8d234e1f3,urn:uuid:c8261ab2-de01-4bd1-b487-4c8b00e191ae,arctic-data.9820.1
arctic-data.9804.3,eml://ecoinformatics.org/eml-2.1.1,2016-11-22T00:00:00.000Z,urn:node:ARCTIC,0.5609756,0.8,0.29,0.67,0.3,arctic-data.9804.2,doi:10.18739/A28Q18,arctic-data.9804.1
arctic-data.9820.2,eml://ecoinformatics.org/eml-2.1.1,2016-11-23T00:00:00.000Z,urn:node:ARCTIC,0.575,0.86,0.29,0.67,0.3,arctic-data.9820.1,arctic-data.9820.3,arctic-data.9820.1
arctic-data.9820.1,eml://ecoinformatics.org/eml-2.1.1,2016-11-23T00:00:00.000Z,urn:node:ARCTIC,0.575,0.86,0.29,0.67,0.3,,arctic-data.9820.2,arctic-data.9820.1
urn:uuid:22c7799b-4a2d-4568-8e57-ee9b7b5aa72d,eml://ecoinformatics.org/eml-2.1.1,2016-12-01T20:20:19.517Z,urn:node:ARCTIC,0.43589744,0.79,0.43,0.12,0.2,,urn:uuid:3c05219d-4f79-4f8c-988c-9a26055555bc,urn:uuid:22c7799b-4a2d-4568-8e57-ee9b7b5aa72d
arctic-data.9883.1,eml://ecoinformatics.org/eml-2.1.1,2016-12-04T00:00:00.000Z,urn:node:ARCTIC,0.575,0.86,0.29,0.67,0.3,,arctic-data.9883.2,arctic-data.9883.1
arctic-data.9883.4,eml://ecoinformatics.org/eml-2.1.1,2016-12-04T00:00:00.000Z,urn:node:ARCTIC,0.6,0.93,0.29,0.67,0.3,urn:uuid:5a62d016-c47c-48ca-ac2a-95516943d16c,urn:uuid:7756bf1d-ce58-4296-a176-83fba9b826de,arctic-data.9883.1
urn:uuid:449d13db-7a3d-43b4-b496-2dcc9b021a2b,eml://ecoinformatics.org/eml-2.1.1,2016-12-04T18:10:25.974Z,urn:node:ARCTIC,0.4473684,0.77,0.43,0.12,0.3,,doi:10.18739/A2208T,urn:uuid:449d13db-7a3d-43b4-b496-2dcc9b021a2b
urn:uuid:90f7ab60-b112-48fc-aab1-46e3b35762fb,eml://ecoinformatics.org/eml-2.1.1,2016-12-04T21:37:30.733Z,urn:node:ARCTIC,0.4473684,0.77,0.43,0.12,0.3,,doi:10.18739/A2X678,urn:uuid:90f7ab60-b112-48fc-aab1-46e3b35762fb
urn:uuid:cc978956-04c6-4c29-bf42-85d18fb567ef,eml://ecoinformatics.org/eml-2.1.1,2016-12-10T00:27:37.115Z,urn:node:ARCTIC,0.6,0.86,0.29,0.67,0.4,urn:uuid:03f7b523-ed5a-4012-9fda-9c9c83d3e728,urn:uuid:439280b5-ca8b-4fc0-a08e-f3454ea3438a,arctic-data.9875.1
arctic-data.9900.1,eml://ecoinformatics.org/eml-2.1.1,2016-12-14T00:00:00.000Z,urn:node:ARCTIC,0.575,0.79,0.29,0.67,0.4,,urn:uuid:d51ac436-ffa7-4011-bd3b-cb7af734d938,arctic-data.9900.1
urn:uuid:713d4d15-3f42-4ded-b64e-01113282d39c,eml://ecoinformatics.org/eml-2.1.1,2016-12-13T22:35:38.731Z,urn:node:ARCTIC,0.625,0.93,0.29,0.67,0.4,arctic-data.9892.2,doi:10.18739/A23T0C,arctic-data.9892.1
urn:uuid:55f6ff7c-cada-45ff-bffd-1caf3f530431,eml://ecoinformatics.org/eml-2.1.1,2016-12-12T23:50:05.730Z,urn:node:ARCTIC,0.625,0.86,0.43,0.67,0.4,urn:uuid:170774a9-a641-4612-a78e-539bb6c7acf2,urn:uuid:2688cf65-e920-4664-9a90-a1123da7a141,arctic-data.9875.1
urn:uuid:93d805ad-1365-4068-8814-284420563af1,eml://ecoinformatics.org/eml-2.1.1,2016-12-13T00:35:22.266Z,urn:node:ARCTIC,0.625,0.86,0.43,0.67,0.4,urn:uuid:2688cf65-e920-4664-9a90-a1123da7a141,urn:uuid:b02e816f-f871-4c34-ad53-52274e5ff8a5,arctic-data.9875.1
urn:uuid:48dedf70-d5cb-4dd2-a263-5086c3f53c61,eml://ecoinformatics.org/eml-2.1.1,2016-12-13T00:58:47.915Z,urn:node:ARCTIC,0.625,0.93,0.29,0.67,0.4,urn:uuid:d4f0c7a0-c203-4f2e-ba56-1956b3c9a397,urn:uuid:3db724e4-c0fe-46a6-b3d5-4ac7688242e8,arctic-data.9789.1
urn:uuid:3db724e4-c0fe-46a6-b3d5-4ac7688242e8,eml://ecoinformatics.org/eml-2.1.1,2016-12-13T22:17:16.975Z,urn:node:ARCTIC,0.625,0.93,0.29,0.67,0.4,urn:uuid:48dedf70-d5cb-4dd2-a263-5086c3f53c61,doi:10.18739/A2V95X,arctic-data.9789.1
urn:uuid:1ff7f82e-7ba4-4a65-a795-b1f44007e824,eml://ecoinformatics.org/eml-2.1.1,2017-01-20T21:50:42.461Z,urn:node:ARCTIC,0.6904762,0.86,0.29,0.8,0.64,urn:uuid:8c2c6e11-7d43-45d7-9142-7de81c6ef74f,urn:uuid:0052acb4-c604-4d99-b662-a222b288ef46,arctic-data.9939.1
urn:uuid:4b47a374-b120-4f11-ad76-7bfb72dd95d7,eml://ecoinformatics.org/eml-2.1.1,2017-01-21T04:04:17.534Z,urn:node:ARCTIC,0.4473684,0.77,0.43,0.12,0.3,,doi:10.18739/A2D099,urn:uuid:4b47a374-b120-4f11-ad76-7bfb72dd95d7
urn:uuid:d01a61b5-c5b0-4840-9405-9dcb640f7548,eml://ecoinformatics.org/eml-2.1.1,2017-01-22T21:25:13.584Z,urn:node:ARCTIC,0.4473684,0.77,0.43,0.12,0.3,,doi:10.18739/A2GQ14,urn:uuid:d01a61b5-c5b0-4840-9405-9dcb640f7548
urn:uuid:99e0454d-d317-4e48-aa89-972f6cbe57b0,eml://ecoinformatics.org/eml-2.1.1,2017-01-22T16:12:27.149Z,urn:node:ARCTIC,0.4473684,0.77,0.43,0.12,0.3,,doi:10.18739/A2MH32,urn:uuid:99e0454d-d317-4e48-aa89-972f6cbe57b0
urn:uuid:796fc906-5816-4c84-b99e-2e7f72df8b82,eml://ecoinformatics.org/eml-2.1.1,2017-01-27T00:14:43.476Z,urn:node:ARCTIC,0.75609756,0.93,0.29,1.0,0.64,urn:uuid:5ab150f2-3624-4b0f-8c86-a5141805b978,urn:uuid:d1fee046-9671-4355-acdb-03a367984051,arctic-data.10018.1
urn:uuid:45d73bff-5fa6-4607-a96f-340913c99b0c,eml://ecoinformatics.org/eml-2.1.1,2017-01-26T23:55:25.500Z,urn:node:ARCTIC,0.75609756,0.93,0.29,1.0,0.64,urn:uuid:f0b312d5-ee49-4522-8eac-62c35f9fea15,urn:uuid:ee817c8c-b370-4467-9cdb-b987bc6487ef,arctic-data.10018.1
urn:uuid:d1fee046-9671-4355-acdb-03a367984051,eml://ecoinformatics.org/eml-2.1.1,2017-01-27T00:19:47.123Z,urn:node:ARCTIC,0.75609756,0.93,0.29,1.0,0.64,urn:uuid:796fc906-5816-4c84-b99e-2e7f72df8b82,urn:uuid:e8830bea-0ca3-4597-925e-11de62f26979,arctic-data.10018.1
urn:uuid:797a15f1-8e22-4af5-9833-35ae76837c28,eml://ecoinformatics.org/eml-2.1.1,2017-01-27T06:29:05.704Z,urn:node:ARCTIC,0.4473684,0.77,0.43,0.12,0.3,,doi:10.18739/A2FT1V,urn:uuid:797a15f1-8e22-4af5-9833-35ae76837c28
urn:uuid:48940904-be35-460e-b345-4e74e1e470df,eml://ecoinformatics.org/eml-2.1.1,2017-01-27T21:57:30.705Z,urn:node:ARCTIC,0.4473684,0.77,0.43,0.12,0.3,,doi:10.18739/A22H33,urn:uuid:48940904-be35-460e-b345-4e74e1e470df
urn:uuid:a0b66f29-5afc-4e27-a04a-c15a4191a00b,eml://ecoinformatics.org/eml-2.1.1,2017-02-01T01:20:37.425Z,urn:node:ARCTIC,0.7804878,0.93,0.29,1.0,0.73,urn:uuid:3fedf460-a76e-40a4-8c12-65d4be558beb,urn:uuid:6eaefc00-cf40-4db1-89f6-d2b007a91aed,arctic-data.10018.1
urn:uuid:3fedf460-a76e-40a4-8c12-65d4be558beb,eml://ecoinformatics.org/eml-2.1.1,2017-02-01T00:26:00.372Z,urn:node:ARCTIC,0.7804878,0.93,0.29,1.0,0.73,urn:uuid:a5250662-1b5a-4fcd-af74-8fe52b876dd1,urn:uuid:a0b66f29-5afc-4e27-a04a-c15a4191a00b,arctic-data.10018.1
arctic-data.10042.2,eml://ecoinformatics.org/eml-2.1.1,2017-02-08T00:00:00.000Z,urn:node:ARCTIC,0.41025642,0.71,0.29,0.12,0.3,arctic-data.10042.1,urn:uuid:f705a1fa-3be2-4ae6-a0e6-2d776350a445,arctic-data.10042.1
urn:uuid:5b8f0c89-f7d5-4964-a147-1aecbd2bbc23,eml://ecoinformatics.org/eml-2.1.1,2017-02-08T01:56:21.761Z,urn:node:ARCTIC,0.70731705,0.86,0.29,0.89,0.64,urn:uuid:d4b3b40c-5c86-45a3-96ad-0fce9628e59c,urn:uuid:870811df-33e3-4f08-b6f2-0227dd016f9f,arctic-data.10020.1
urn:uuid:bc6bcd7a-1c5d-45c3-a4f0-26e5a3191c97,eml://ecoinformatics.org/eml-2.1.1,2017-02-07T23:21:46.877Z,urn:node:ARCTIC,0.41025642,0.71,0.29,0.12,0.3,urn:uuid:d51ac436-ffa7-4011-bd3b-cb7af734d938,urn:uuid:0dddb08d-9c10-4234-8a3a-685b59cdce5c,arctic-data.9900.1
arctic-data.10041.2,eml://ecoinformatics.org/eml-2.1.1,2017-02-07T00:00:00.000Z,urn:node:ARCTIC,0.45,0.87,0.29,0.12,0.2,arctic-data.10041.1,arctic-data.10041.3,urn:uuid:6d929267-7c8b-42ec-8ff5-d9189d950ece
arctic-data.10041.5,eml://ecoinformatics.org/eml-2.1.1,2017-02-07T00:00:00.000Z,urn:node:ARCTIC,0.39473686,0.77,0.29,0.12,0.2,arctic-data.10041.4,arctic-data.10041.6,urn:uuid:6d929267-7c8b-42ec-8ff5-d9189d950ece
arctic-data.10041.4,eml://ecoinformatics.org/eml-2.1.1,2017-02-07T00:00:00.000Z,urn:node:ARCTIC,0.45,0.87,0.29,0.12,0.2,arctic-data.10041.3,arctic-data.10041.5,urn:uuid:6d929267-7c8b-42ec-8ff5-d9189d950ece
arctic-data.10041.3,eml://ecoinformatics.org/eml-2.1.1,2017-02-07T00:00:00.000Z,urn:node:ARCTIC,0.45,0.87,0.29,0.12,0.2,arctic-data.10041.2,arctic-data.10041.4,urn:uuid:6d929267-7c8b-42ec-8ff5-d9189d950ece
urn:uuid:999ccf5c-bb07-4679-a5ed-33c523db90ea,eml://ecoinformatics.org/eml-2.1.1,2017-02-10T19:37:50.776Z,urn:node:ARCTIC,0.64285713,0.86,0.29,0.7,0.55,,doi:10.18739/A24674,urn:uuid:999ccf5c-bb07-4679-a5ed-33c523db90ea
urn:uuid:cad8b8be-c52f-42d1-81ae-157400be9ef7,eml://ecoinformatics.org/eml-2.1.1,2017-02-10T01:18:42.855Z,urn:node:ARCTIC,0.68292683,0.79,0.29,0.89,0.64,urn:uuid:faee9b71-b9e9-4aa8-b558-e86be991b79b,urn:uuid:b8828a33-9974-4190-a69a-ebf56682380e,arctic-data.9900.1
urn:uuid:76e39019-03ed-4b22-8cc4-6117e85f3e2b,eml://ecoinformatics.org/eml-2.1.1,2017-02-08T00:49:24.972Z,urn:node:ARCTIC,0.70731705,0.86,0.29,0.89,0.64,arctic-data.10020.3,urn:uuid:35c3c214-041d-4126-94e2-69a4431be350,arctic-data.10020.1
urn:uuid:f3321ff3-dde5-4c64-a080-f8aebd7cb2a8,eml://ecoinformatics.org/eml-2.1.1,2017-02-10T19:39:23.520Z,urn:node:ARCTIC,0.64285713,0.86,0.29,0.7,0.55,,doi:10.18739/A20D4T,urn:uuid:f3321ff3-dde5-4c64-a080-f8aebd7cb2a8
urn:uuid:e63a226e-d0da-4975-b9cc-90bb5cfe20ed,eml://ecoinformatics.org/eml-2.1.1,2017-02-10T19:39:49.236Z,urn:node:ARCTIC,0.64285713,0.86,0.29,0.7,0.55,,doi:10.18739/A2VQ2X,urn:uuid:e63a226e-d0da-4975-b9cc-90bb5cfe20ed
urn:uuid:75e51aba-851a-4b8e-aa3a-4815363ac21d,eml://ecoinformatics.org/eml-2.1.1,2017-02-14T22:25:51.294Z,urn:node:ARCTIC,0.3611111,0.73,0.14,0.12,0.3,urn:uuid:1f195dfa-fbca-49fa-88b6-6dca4ca7e852,urn:uuid:da512170-bdfc-4dc3-8431-8423bb47ec8a,urn:uuid:19d283ee-2a60-45c8-831e-18c461b52018
urn:uuid:7d00a145-dd76-4d94-9af9-2793e57a48b2,eml://ecoinformatics.org/eml-2.1.1,2017-02-14T22:33:34.908Z,urn:node:ARCTIC,0.3611111,0.73,0.14,0.12,0.3,urn:uuid:da512170-bdfc-4dc3-8431-8423bb47ec8a,urn:uuid:9dd47b66-e137-44a5-8bb7-f60f0b53cf92,urn:uuid:19d283ee-2a60-45c8-831e-18c461b52018
urn:uuid:a1026e26-a0fb-4e5d-bd75-af72290d69cc,eml://ecoinformatics.org/eml-2.1.1,2017-02-14T22:14:25.329Z,urn:node:ARCTIC,0.3611111,0.73,0.14,0.12,0.3,urn:uuid:613cadff-254c-48c7-abe2-c22cb43c1fa1,urn:uuid:1f195dfa-fbca-49fa-88b6-6dca4ca7e852,urn:uuid:19d283ee-2a60-45c8-831e-18c461b52018
urn:uuid:d864c989-05d1-4e4b-87b3-016ce82d6a7f,eml://ecoinformatics.org/eml-2.1.1,2017-02-14T21:36:11.724Z,urn:node:ARCTIC,0.68292683,0.79,0.29,0.89,0.64,urn:uuid:b8828a33-9974-4190-a69a-ebf56682380e,urn:uuid:22a47d3a-df98-4056-986b-570f8fbcf313,arctic-data.9900.1
urn:uuid:22a47d3a-df98-4056-986b-570f8fbcf313,eml://ecoinformatics.org/eml-2.1.1,2017-02-14T21:39:20.196Z,urn:node:ARCTIC,0.70731705,0.86,0.29,0.89,0.64,urn:uuid:d864c989-05d1-4e4b-87b3-016ce82d6a7f,doi:10.18739/A2538S,arctic-data.9900.1
urn:uuid:b817e18b-514a-4f94-8542-12c4f6392635,eml://ecoinformatics.org/eml-2.1.1,2017-02-25T00:03:04.357Z,urn:node:ARCTIC,0.70731705,0.93,0.29,0.67,0.73,arctic-data.10048.1,doi:10.18739/A27M29,arctic-data.10048.1
urn:uuid:3799387c-e42b-4d7e-b505-9357ee712aa3,eml://ecoinformatics.org/eml-2.1.1,2017-02-24T23:11:50.540Z,urn:node:ARCTIC,0.575,0.86,0.29,0.67,0.3,arctic-data.9955.3,urn:uuid:837d20f7-e9c5-4386-ad8c-2b5844faabc2,arctic-data.9955.1
arctic-data.10063.2,eml://ecoinformatics.org/eml-2.1.1,2017-02-25T00:00:00.000Z,urn:node:ARCTIC,0.475,0.87,0.29,0.12,0.3,arctic-data.10063.1,doi:10.18739/A2TH5P,arctic-data.10063.1
urn:uuid:c4e4bcf0-7e49-4c42-a3d8-82500499b9cb,eml://ecoinformatics.org/eml-2.1.1,2017-03-07T23:03:01.229Z,urn:node:ARCTIC,0.625,0.93,0.43,0.56,0.4,urn:uuid:c88474f3-be7c-46ec-8221-6188cab9485b,urn:uuid:6a95c04e-40bc-4e27-8773-0e642573f888,arctic-data.10043.1
urn:uuid:9b3cd685-956f-4869-a594-727dd81e2ace,eml://ecoinformatics.org/eml-2.1.1,2017-03-03T20:54:59.026Z,urn:node:ARCTIC,0.73170733,0.86,0.43,0.78,0.73,urn:uuid:837d20f7-e9c5-4386-ad8c-2b5844faabc2,urn:uuid:e56a98ce-111d-423a-9637-4271cb659dce,arctic-data.9955.1
arctic-data.10067.3,eml://ecoinformatics.org/eml-2.1.1,2017-03-04T00:00:00.000Z,urn:node:ARCTIC,0.39473686,0.77,0.29,0.12,0.2,arctic-data.10067.2,urn:uuid:f57b3c21-7e72-479b-ab88-d1e897381147,arctic-data.10067.1
arctic-data.10067.2,eml://ecoinformatics.org/eml-2.1.1,2017-03-04T00:00:00.000Z,urn:node:ARCTIC,0.39473686,0.77,0.29,0.12,0.2,arctic-data.10067.1,arctic-data.10067.3,arctic-data.10067.1
arctic-data.10067.1,eml://ecoinformatics.org/eml-2.1.1,2017-03-04T00:00:00.000Z,urn:node:ARCTIC,0.43589744,0.86,0.29,0.12,0.2,,arctic-data.10067.2,arctic-data.10067.1
urn:uuid:7c8642ac-8c6a-4f97-ae0f-dd3a7454964b,eml://ecoinformatics.org/eml-2.1.1,2017-03-10T22:33:14.068Z,urn:node:ARCTIC,0.70731705,0.79,0.43,0.78,0.73,urn:uuid:0f360980-30bb-4295-8f56-f88a05065979,urn:uuid:39578251-97cb-4ca7-9257-8ae57105e60d,arctic-data.9977.1
urn:uuid:0f360980-30bb-4295-8f56-f88a05065979,eml://ecoinformatics.org/eml-2.1.1,2017-03-10T22:15:52.099Z,urn:node:ARCTIC,0.70731705,0.79,0.43,0.78,0.73,urn:uuid:4e2839ce-e9bb-4579-a367-52046435b9d5,urn:uuid:7c8642ac-8c6a-4f97-ae0f-dd3a7454964b,arctic-data.9977.1
doi:10.18739/A2VH4M,eml://ecoinformatics.org/eml-2.1.1,2017-02-26T23:46:09.169Z,urn:node:ARCTIC,0.64102566,0.85,0.57,0.67,0.4,urn:uuid:2c0b7e3a-cba9-41bc-8cbc-6ee5f9ab175a,,urn:uuid:e7a73d7c-9474-4f15-9146-f6339040ecd7
doi:10.18739/A27T0M,eml://ecoinformatics.org/eml-2.1.1,2017-02-25T00:39:41.957Z,urn:node:ARCTIC,0.64102566,0.85,0.57,0.67,0.4,urn:uuid:987863b2-87c8-4e62-8253-0226f21f8d9e,,urn:uuid:b11ca32d-9bb6-4692-9596-9e9a16e47b6d
doi:10.18739/A2F67X,eml://ecoinformatics.org/eml-2.1.1,2017-03-04T04:05:55.321Z,urn:node:ARCTIC,0.64102566,0.85,0.57,0.67,0.4,doi:10.18739/A29H4N,,urn:uuid:51ffc0e8-c1ad-4736-b508-3557c14dcee5
urn:uuid:e807818a-7bdb-4a6d-8738-a831eb851fdc,eml://ecoinformatics.org/eml-2.1.1,2017-03-15T16:25:02.950Z,urn:node:ARCTIC,0.65,0.77,0.43,0.78,0.55,urn:uuid:7f9a9ca1-c089-4bb0-b113-b607ce0c4c81,urn:uuid:c0a69a83-4b6b-4294-93cf-181ec4923be5,urn:uuid:4dbbdf28-54ef-416e-85b6-015934967f89
urn:uuid:847d9096-5fa9-4a2a-bc7d-3496b643683e,eml://ecoinformatics.org/eml-2.1.1,2017-03-15T16:39:13.874Z,urn:node:ARCTIC,0.65,0.77,0.43,0.78,0.55,urn:uuid:272e5192-c4be-476d-9acd-91d38519e536,urn:uuid:25b9a9d5-6d2c-4cbf-8be0-c76a248bc34f,urn:uuid:4dbbdf28-54ef-416e-85b6-015934967f89
urn:uuid:8d806d98-3b28-44d2-8628-75b176edf76a,eml://ecoinformatics.org/eml-2.1.1,2017-03-13T22:16:43.543Z,urn:node:ARCTIC,0.725,0.92,0.29,0.89,0.64,urn:uuid:0a46c518-0b81-49d6-adbb-f3fffb168ea8,doi:10.18739/A2W389,arctic-data.10058.1
urn:uuid:d4d83f76-d330-4c7a-9e20-fc088348b707,eml://ecoinformatics.org/eml-2.1.1,2017-03-15T17:57:00.625Z,urn:node:ARCTIC,0.65,0.77,0.43,0.78,0.55,,urn:uuid:4829e911-201e-4b8a-8906-70137dfbd35d,urn:uuid:d4d83f76-d330-4c7a-9e20-fc088348b707
urn:uuid:faf0e6f9-16d7-40f6-832e-32e1331b6122,eml://ecoinformatics.org/eml-2.1.1,2017-03-17T00:33:02.874Z,urn:node:ARCTIC,0.73170733,0.86,0.43,0.78,0.73,urn:uuid:9fcc4c69-4c21-4cf4-9ee7-ada5b3c06a31,urn:uuid:65aa1623-18c6-440b-94e1-0da3fbc2f14a,arctic-data.9967.1
urn:uuid:8823ff91-137d-4375-b956-493debff5b2c,eml://ecoinformatics.org/eml-2.1.1,2017-03-17T16:25:35.596Z,urn:node:ARCTIC,0.70731705,0.79,0.43,0.78,0.73,urn:uuid:fe9b69af-7386-4188-9ff2-afbd13b4571e,urn:uuid:bab477db-6645-4308-a131-ab26dc908789,arctic-data.9977.1
urn:uuid:9fcc4c69-4c21-4cf4-9ee7-ada5b3c06a31,eml://ecoinformatics.org/eml-2.1.1,2017-03-16T23:59:33.782Z,urn:node:ARCTIC,0.73170733,0.86,0.43,0.78,0.73,urn:uuid:356f4def-b56b-470c-9f82-300fa47b93b0,urn:uuid:faf0e6f9-16d7-40f6-832e-32e1331b6122,arctic-data.9967.1
urn:uuid:2ed2a5d9-637d-483c-a6af-edde84974b60,eml://ecoinformatics.org/eml-2.1.1,2017-03-15T23:43:28.158Z,urn:node:ARCTIC,0.6,0.93,0.29,0.67,0.3,urn:uuid:85a7be03-9512-4131-882b-37fb96eb67a0,urn:uuid:e71e59f0-3888-4f43-8fec-9bfba5832f05,
urn:uuid:f4c15b78-7bf3-4a33-abeb-5e567387f6ce,eml://ecoinformatics.org/eml-2.1.1,2017-03-17T17:00:30.417Z,urn:node:ARCTIC,0.73170733,0.86,0.43,0.78,0.73,,urn:uuid:9b675723-e21f-4c0f-9a6d-993d854c3dd9,urn:uuid:f4c15b78-7bf3-4a33-abeb-5e567387f6ce
arctic-data.10107.3,eml://ecoinformatics.org/eml-2.1.1,2017-03-23T23:00:00.000Z,urn:node:ARCTIC,0.45,0.8,0.29,0.12,0.3,arctic-data.10107.2,urn:uuid:42b8906b-132d-4a3e-8217-ee15c79b67a0,arctic-data.10107.1
arctic-data.10108.1,eml://ecoinformatics.org/eml-2.1.1,2017-03-23T23:00:00.000Z,urn:node:ARCTIC,0.45,0.8,0.29,0.12,0.3,,urn:uuid:0f2cf0dc-299c-475b-990a-a7597b02d3a3,arctic-data.10108.1
urn:uuid:9dadf644-e22c-4f54-81bc-45aa5c2346bc,eml://ecoinformatics.org/eml-2.1.1,2017-03-17T16:40:57.782Z,urn:node:ARCTIC,0.71794873,0.75,0.57,0.89,0.64,,doi:10.18739/A2696D,urn:uuid:9dadf644-e22c-4f54-81bc-45aa5c2346bc
arctic-data.10107.2,eml://ecoinformatics.org/eml-2.1.1,2017-03-23T23:00:00.000Z,urn:node:ARCTIC,0.45,0.8,0.29,0.12,0.3,arctic-data.10107.1,arctic-data.10107.3,arctic-data.10107.1
arctic-data.10124.2,eml://ecoinformatics.org/eml-2.1.1,2017-03-25T23:00:00.000Z,urn:node:ARCTIC,0.55,0.79,0.29,0.67,0.3,arctic-data.10124.1,urn:uuid:d2b872f1-09d5-4d87-a6ca-036dd5353d8a,arctic-data.10124.1
arctic-data.10117.2,eml://ecoinformatics.org/eml-2.1.1,2017-03-25T23:00:00.000Z,urn:node:ARCTIC,0.55,0.79,0.29,0.67,0.3,arctic-data.10117.1,urn:uuid:f89954e2-6602-4791-a9f9-44b5bae44394,arctic-data.10117.1
arctic-data.10126.2,eml://ecoinformatics.org/eml-2.1.1,2017-03-25T23:00:00.000Z,urn:node:ARCTIC,0.55,0.79,0.29,0.67,0.3,arctic-data.10126.1,urn:uuid:e7be4f82-f8ca-4cea-9a5d-0398784f24c1,arctic-data.10126.1
arctic-data.10122.2,eml://ecoinformatics.org/eml-2.1.1,2017-03-25T23:00:00.000Z,urn:node:ARCTIC,0.55,0.79,0.29,0.67,0.3,arctic-data.10122.1,urn:uuid:0d3536e0-66be-432e-a360-4e46d07c264f,arctic-data.10122.1
arctic-data.10122.1,eml://ecoinformatics.org/eml-2.1.1,2017-03-25T23:00:00.000Z,urn:node:ARCTIC,0.55,0.79,0.29,0.67,0.3,,arctic-data.10122.2,arctic-data.10122.1
arctic-data.10117.1,eml://ecoinformatics.org/eml-2.1.1,2017-03-25T23:00:00.000Z,urn:node:ARCTIC,0.55,0.79,0.29,0.67,0.3,,arctic-data.10117.2,arctic-data.10117.1
arctic-data.10128.1,eml://ecoinformatics.org/eml-2.1.1,2017-03-25T23:00:00.000Z,urn:node:ARCTIC,0.55,0.79,0.29,0.67,0.3,,arctic-data.10128.2,arctic-data.10128.1
arctic-data.10142.1,eml://ecoinformatics.org/eml-2.1.1,2017-03-26T23:00:00.000Z,urn:node:ARCTIC,0.55,0.79,0.29,0.67,0.3,,arctic-data.10142.2,arctic-data.10142.1
arctic-data.10144.1,eml://ecoinformatics.org/eml-2.1.1,2017-03-26T23:00:00.000Z,urn:node:ARCTIC,0.55,0.79,0.29,0.67,0.3,,arctic-data.10144.2,arctic-data.10144.1
urn:uuid:105933c4-6cee-45aa-8f8e-c4864d8aa9f6,eml://ecoinformatics.org/eml-2.1.1,2017-04-03T21:42:17.887Z,urn:node:ARCTIC,0.75609756,0.93,0.29,1.0,0.64,urn:uuid:2a35adb0-f047-4ce7-abb8-11f54ff5e6d6,urn:uuid:94d3ff33-e547-489e-a85c-b119d146a7c1,
urn:uuid:328b01c6-3ea7-43ba-b76c-39fe5ef4620f,eml://ecoinformatics.org/eml-2.1.1,2017-04-04T16:58:13.234Z,urn:node:ARCTIC,0.675,0.77,0.43,0.78,0.64,urn:uuid:8750a98e-67fb-4332-9864-07838552a886,urn:uuid:abeae5ff-bcdd-4a13-8630-e6f404163f69,urn:uuid:8750a98e-67fb-4332-9864-07838552a886
urn:uuid:abeae5ff-bcdd-4a13-8630-e6f404163f69,eml://ecoinformatics.org/eml-2.1.1,2017-04-04T17:05:51.934Z,urn:node:ARCTIC,0.675,0.77,0.43,0.78,0.64,urn:uuid:328b01c6-3ea7-43ba-b76c-39fe5ef4620f,doi:10.18739/A2R081,urn:uuid:8750a98e-67fb-4332-9864-07838552a886
urn:uuid:1175f822-08db-4343-9c4a-c99e03984247,eml://ecoinformatics.org/eml-2.1.1,2017-03-24T18:38:21.403Z,urn:node:ARCTIC,0.7804878,0.93,0.43,0.89,0.73,urn:uuid:a572706f-36d9-48ec-8437-aee41d10398f,urn:uuid:7137094f-426d-4c39-ba73-18f9e1682ed0,arctic-data.10014.1
urn:uuid:0bfaf398-3d40-4f65-af56-9362854c28c2,eml://ecoinformatics.org/eml-2.1.1,2017-04-04T17:25:46.288Z,urn:node:ARCTIC,0.675,0.77,0.43,0.78,0.64,,urn:uuid:46657848-068a-44c3-a5bc-e3073c5ff56a,urn:uuid:0bfaf398-3d40-4f65-af56-9362854c28c2
